nama,fakultas,nilai_mat,nilai_kim,nilai_fis
Jimmy Thrasher,FTI,56.61,67.57,83.65
James Calicott,FMIPA,75.37,54.2,61.05
Ezequiel Gaunce,FMIPA,58.08,38.73,51.52
Leonel Shoultz,FTMD,70.79,41.3,48.03
Jake Davidson,FTTM,70.37,46.09,44.34
John Mcdaniel,FTSL,77.34,43.16,64.9
Jason Leslie,FTI,66.09,36.48,33.25
Stanley Mcleod,STEI,67.34,43.47,41.56
Kathy Modafferi,FTSL,62.6,55.87,62.26
Betty Cook,FMIPA,64.01,33.61,39.98
Gloria Garza,FTTM,61.4,58.68,59.12
Paul Hansen,FITB,89.25,30.02,44.32
Ramiro Mart,FTTM,55.54,36.15,40.35
Charlotte Mccarrel,FTI,63.12,54.34,51.58
Eugene Sharp,FITB,54.42,30.49,34.81
John Williams,SAPPK,64.67,41.59,48.77
Guadalupe Hylan,FTI,77.62,36.47,42.71
Michelle Brevard,FTI,65.86,58.14,56.06
Shawn Smith,FTSL,68.02,43.45,50.6
Lupita Vance,SITHR,69.86,42.35,49.77
Christopher Coleman,FTI,72.4,27.26,37.12
Shirly Gibson,FTSL,66.62,51.23,51.62
Lyndsey Thor,FTSL,76.35,40.29,49.43
Clarence Blanks,FTSL,90.35,40.2,46.51
Beatrice Hull,SITHR,90.26,48.19,49.01
Robert Salvadore,FTMD,72.09,43.09,58.61
Michelle Bowden,FTSL,97.66,41.4,48.68
Jack Davis,FTTM,75.4,61.34,75.32
Darleen Gramm,FTI,81.93,54.05,70.66
Dylan Perez,FTI,84.62,33.83,39.8
Michael Sloan,FTTM,73.33,30.63,45.86
Jose Haase,FTI,74.0,33.46,38.57
Donald Walton,FTMD,93.62,60.39,55.11
Nellie Sola,FTI,90.0,39.74,40.21
Arlene Klien,FTMD,55.18,23.94,33.39
Victor Flores,FTSL,58.3,40.17,45.41
Joseph Johnson,FITB,55.56,53.52,57.93
Dewayne Taber,STEI,57.67,34.49,37.94
Joseph Folger,STEI,79.23,48.99,63.0
Richard Hicks,FTI,79.29,41.54,44.15
Kenneth Kuehn,FTI,65.78,55.25,66.18
Hazel Runyon,FTTM,66.83,56.21,55.59
Rosalinda Faulkner,SAPPK,79.47,51.32,73.18
August Jones,FMIPA,71.37,58.0,63.72
Samuel Smith,FTMD,73.21,26.94,38.18
Blaine Wicks,SITHR,70.18,32.75,31.55
Marlon Burk,STEI,93.16,42.5,37.82
Robert Kirschenbaum,STEI,72.61,60.42,66.41
Catalina Patron,FTMD,87.55,52.86,50.09
Geneva Burtner,FTSL,61.75,47.68,60.06
Douglas Johnson,STEI,45.27,56.71,65.69
George Landrum,FTSL,41.96,37.74,44.37
Joseph Withrow,FMIPA,52.44,49.01,56.22
Catherine Miscione,FTI,83.65,35.66,42.88
Joseph Farrington,FTTM,66.63,48.87,52.29
Nellie Brown,FTTM,45.63,23.37,28.26
Mark Day,SITHR,72.73,53.8,49.35
Pamela Gordy,FTMD,62.07,40.35,50.7
Jennifer Pena,FMIPA,74.74,63.66,64.82
James Flores,FTSL,67.53,28.23,44.36
Cecelia Corry,STEI,56.45,52.25,66.2
Nelda Heflin,FTTM,96.91,38.6,48.87
Tamica Johnson,FMIPA,74.17,50.65,54.35
Javier Hesley,FTSL,66.22,47.77,60.96
Paul Booth,FTI,61.18,16.29,32.54
Fay Mills,FTI,78.96,35.33,46.69
Cathy Smith,FTMD,65.21,34.55,48.92
Josh Gause,FTI,84.57,44.44,42.52
Christian Williams,FTSL,64.44,35.34,45.03
Thomas Oldaker,STEI,62.61,54.87,63.73
William Finch,FTI,67.04,51.09,57.9
Toni Fisher,FTI,73.58,37.76,53.04
Edith Herreras,FTSL,80.68,39.99,48.64
Linda Mary,FTI,45.79,24.74,31.1
Charles Thompson,STEI,47.82,60.4,66.66
Joseph Ford,FTSL,65.11,39.53,48.37
George Guidry,FTI,73.78,25.62,28.82
Mario Quach,FTI,66.35,57.6,56.43
Raymond Stinson,STEI,69.29,49.28,40.41
Roscoe Patton,FTMD,67.53,39.98,53.45
Gary Herrera,FTI,83.14,48.88,63.07
Frank Todd,STEI,74.36,45.13,50.27
Larry Gamboa,FTMD,85.16,42.11,36.26
Barry Santoyo,FTTM,89.07,33.42,42.89
Andrew Mason,FITB,63.61,56.4,59.44
Margaret Ralph,STEI,67.19,48.61,60.9
Nancy Thomas,FTSL,44.59,51.2,55.55
Wade Feller,FTI,78.31,30.37,45.24
Veronica Pratt,FITB,80.54,31.66,29.58
Jennifer Strahm,FMIPA,66.42,43.41,47.05
Tommy Balderas,STEI,71.05,26.92,40.38
Linda Salinas,FITB,85.72,51.73,44.29
Nicole Mitchell,FTI,80.93,38.61,44.33
Gerald Lopez,FMIPA,77.86,55.66,56.47
Timothy Jackson,STEI,41.99,42.66,42.3
Evelyn Moen,FITB,86.24,55.7,59.68
Jackie Rowell,SITHS,79.37,47.79,67.33
Scott Foust,FMIPA,44.16,36.8,47.0
Denise Weaver,FTTM,39.25,42.44,49.2
Jerome Mason,FTTM,53.58,43.37,43.23
Colleen Gentner,FMIPA,68.55,44.47,63.19
John Howard,FTI,53.21,47.38,59.42
Shelia Smith,FTMD,74.08,41.41,51.72
John Banerjee,SAPPK,77.13,56.18,59.56
Theodore Faulds,FTI,78.31,54.6,57.99
Lillian Lutz,FTTM,54.41,38.78,49.3
Leticia Moriarty,STEI,62.22,74.68,65.99
Christopher Orser,FITB,66.26,37.51,36.82
Dorothy Johnson,STEI,48.99,53.53,63.35
Chester Clark,STEI,38.81,32.72,39.19
Roxann Gerbatz,FMIPA,65.82,39.94,45.67
Joseph Oshiro,FTSL,80.34,50.26,45.87
Kathy Amin,FTTM,67.13,41.39,55.79
Betty Lind,FMIPA,100.0,36.04,26.73
Robert Bryand,FMIPA,85.23,51.62,62.43
Kevin Thornbury,STEI,64.33,58.64,53.59
Dan Davis,FTSL,69.78,25.07,34.45
Amanda Lowery,FMIPA,80.86,62.71,61.05
Martin Wickes,STEI,74.62,36.35,55.84
Calvin Krumholz,FTTM,82.64,36.73,46.43
Wm Mumm,FITB,72.69,51.14,46.19
Paul Garcia,FTSL,64.84,53.39,57.43
Lula Sparks,FTSL,68.59,37.54,47.9
David Gully,FTSL,69.9,37.81,53.45
Barbara Gray,FTI,67.67,43.68,51.63
Melissa Sorensen,FTSL,65.21,51.8,53.17
Dennis Lohr,FTI,83.87,38.81,45.13
Carrie Jenkins,FTI,72.53,41.02,52.47
Jose Richardson,FMIPA,84.43,30.4,44.75
Thomas Sou,FMIPA,73.85,46.16,47.0
John Ganong,FTMD,74.56,44.84,51.11
Michael Lederman,SAPPK,60.89,46.17,45.45
Donna Camacho,FTMD,55.5,65.72,60.29
Laura Seawell,FTMD,46.23,37.87,27.76
Shelia Steere,FTMD,65.11,26.4,43.17
Debra Mullins,FMIPA,88.7,43.3,50.81
Janice Griffin,STEI,60.6,37.3,29.29
Wendi Dougherty,FITB,87.77,54.35,49.49
Lois Glass,FMIPA,67.83,54.37,50.93
Gregory Cornejo,FTTM,53.77,49.34,66.7
Peter Murphy,FMIPA,73.52,44.22,56.69
Gary Kasper,SAPPK,58.35,39.32,34.52
Louise Dumas,SITHR,76.3,30.61,28.15
Jessica Patricio,FTSL,71.13,36.97,61.82
Jeremiah Broce,FTMD,62.44,41.43,36.8
Rhonda Smith,FITB,76.45,46.58,50.91
Amanda Bishop,STEI,65.92,70.41,68.58
Joshua Flock,FTSL,43.17,43.34,53.64
William Ley,FTTM,73.17,41.62,52.77
Eunice Davis,STEI,72.14,35.52,39.71
Georgette Rector,FTTM,85.91,45.69,54.42
Kathryn Ybarra,STEI,38.5,52.67,59.76
William Kin,STEI,57.09,53.28,63.18
Keisha Chapman,FTSL,68.03,63.07,67.56
Jerry Votta,FTI,71.67,44.65,47.01
Paul Slater,SITHS,88.98,50.25,58.91
Mathew Tarzia,SITHS,61.86,43.35,56.19
Elmer Russell,FTMD,72.55,38.49,47.85
Nickolas Sutton,FTI,63.3,62.59,66.21
Dale Curnutte,FTSL,69.63,30.41,29.95
Mark Richards,SAPPK,61.25,55.03,65.61
Mike Bastarache,FMIPA,77.53,30.2,40.97
Nellie Gutknecht,FTSL,74.57,25.61,36.93
Vera Reutzel,FTSL,61.02,49.48,64.61
Paula Hickernell,FTTM,69.81,40.21,48.97
Betty Morrow,FTMD,100.0,43.43,52.58
James Hungerford,SITHR,71.01,50.42,45.79
Johnny Haskins,FTTM,52.85,43.36,48.56
Frances Coleman,SITHS,74.47,42.14,39.9
Jennifer Myers,FTI,56.03,57.95,72.27
Sherry Cage,FTSL,78.08,60.96,58.81
Vickie Dixon,SAPPK,77.82,32.26,37.31
Barbara Molina,SAPPK,100.0,25.46,35.33
Pamela Credeur,FTI,64.9,40.11,53.19
Rosio Wahl,FTSL,39.41,58.27,58.8
Christina Hall,SAPPK,52.46,57.55,57.28
Darrell Ely,FTMD,71.01,50.24,55.54
Bill Johnson,FTSL,56.29,52.72,62.38
Joshua Goins,STEI,70.06,39.78,46.25
Hester Beekman,FTSL,68.61,38.72,52.6
Andrea Reid,FITB,82.67,51.61,54.23
Karen Wilcox,FTTM,64.6,63.25,71.97
Maria Hamler,FTI,64.95,57.03,70.77
Barbara Reza,FTI,100.0,27.28,42.42
Jacqueline Barker,FTTM,66.42,46.95,55.69
Jutta Thompson,FTTM,67.16,38.85,43.47
Barry Longoria,FTTM,79.49,41.37,42.08
Sharon Holt,FTMD,66.8,70.74,83.0
Margaret Carter,STEI,74.59,52.98,57.12
Derek Lopez,SAPPK,51.64,43.58,69.3
Pamela Roper,FITB,61.46,48.08,65.92
Angela Bolt,FTI,51.56,38.25,47.5
Donald Sobers,FITB,55.53,44.32,45.97
Sue Robinson,FITB,69.77,39.57,40.29
Henry Lewis,FTTM,62.46,34.62,42.88
Sharon Williams,FMIPA,62.85,76.9,81.52
Jo Pelletier,FTMD,79.54,47.8,54.4
Joe Page,STEI,69.18,54.87,63.05
Bonnie Schroeder,STEI,95.73,50.27,54.24
Scott Jones,FTI,67.08,56.24,55.54
Pamela Steffens,FTMD,76.88,54.17,61.07
Margaret Pettit,FITB,69.79,58.73,66.1
Jose Williamson,FMIPA,59.08,25.27,24.08
John Mcghee,FTTM,71.33,58.3,65.37
Wallace Heppler,FMIPA,72.2,49.71,61.27
Susan Laskowski,SITHR,75.81,27.06,33.71
Richard Toro,FITB,44.09,44.58,61.25
Raymond Hart,FMIPA,38.15,28.87,47.57
Tiffanie Thomson,SAPPK,75.79,46.49,35.79
Edward Flores,SITHS,90.25,46.82,54.44
Donald King,FTI,91.09,34.98,32.53
Mary Black,FTSL,71.05,26.41,45.42
Nathan Fulkerson,FTTM,70.75,44.24,62.47
Christopher Fogarty,FTSL,85.37,46.51,51.51
Joyce Long,FTSL,87.22,54.29,58.68
Sally Helfritz,FTI,83.12,27.39,48.49
Frances Thornton,SAPPK,92.93,47.54,54.95
Manuel Schmalz,FTI,90.37,40.05,58.45
Karie Crump,FTSL,70.75,53.79,64.34
Cathy Bearden,FTI,76.1,47.76,52.82
Stephanie Juarez,FTI,53.75,48.29,59.85
Melanie Watts,FMIPA,100.0,50.04,50.27
Dian Townsend,FMIPA,80.3,41.12,44.28
Judi Moore,FTMD,49.67,63.74,65.4
Patricia Mcgill,FTTM,70.48,49.22,58.27
Donna Rose,SITHR,63.96,41.25,47.12
Myriam Ratliff,FMIPA,100.0,70.1,79.6
Jose Miller,FTSL,65.67,58.3,56.19
Ronald Patrick,FTTM,81.46,26.08,37.82
Cory Woodruff,SAPPK,73.4,42.45,57.16
Carl Cybart,SITHR,71.59,56.91,56.72
Therese Bray,FTSL,67.53,41.12,38.19
Sandra Nachtrieb,SITHR,37.55,44.85,40.25
Adam Noble,STEI,84.74,37.74,42.26
Milan Rabe,FTSL,62.83,39.37,40.76
Denise Rastorfer,FITB,84.23,40.77,44.21
Raymond Thomas,FTMD,86.51,6.67,23.16
Michael Burns,FITB,67.65,43.08,51.91
Connie Trinka,FMIPA,46.33,38.5,43.82
Steven Sutter,FMIPA,59.69,71.94,73.85
Nell Pena,STEI,48.64,37.7,55.58
Ashley Gonzales,FITB,94.28,64.22,74.52
Alfred Wadsworth,STEI,94.99,49.89,50.38
Samuel Haines,FTSL,66.19,40.62,53.86
Abigail Strei,FMIPA,77.37,55.37,55.35
Sandra Washington,SITHR,82.98,36.63,47.87
Jennifer Dryer,FTSL,54.39,65.8,64.34
Charlotte Roddam,STEI,51.95,32.99,31.84
Teddy Ramsdell,FTMD,51.8,46.09,53.26
Scott Boyd,FTSL,84.03,46.2,55.09
Greg Moore,FITB,76.14,34.05,49.92
Maude Whitten,FTI,79.19,48.11,67.13
Robert Yarbrough,FTI,68.52,57.34,59.97
Brittany Behn,STEI,62.67,52.67,67.43
Thomas Adams,FMIPA,82.17,62.64,65.91
James Thomas,FTI,81.07,48.14,65.68
Larry Owens,SITHR,51.65,33.1,38.03
Linda Upchurch,STEI,69.62,42.46,41.51
Walter Jones,FTI,46.47,66.32,60.66
David Cook,FITB,69.17,54.47,54.52
Paula Martin,FTI,77.51,45.81,65.34
Willie Robinson,FTSL,63.93,47.15,63.22
Gaye Massie,FTMD,62.35,47.2,50.28
Mike Howland,FTI,55.41,67.75,66.93
Lauren Comfort,FTMD,58.91,61.4,66.58
Dennis Stolz,FMIPA,66.55,54.48,62.18
Daniel Mackenzie,STEI,57.04,27.34,36.21
Roger Hicks,FTI,62.63,40.46,49.88
Jolene Musick,FTI,48.73,37.67,47.53
Christopher Gloor,FTMD,82.58,32.26,49.24
Erika Rochin,SAPPK,62.23,68.08,90.46
Richard Gaitan,SITHR,67.98,37.91,40.92
Brianne Barrera,FITB,85.39,57.43,57.24
James Jackson,FTI,72.8,48.41,57.42
Karen Hiatt,FMIPA,58.81,18.74,37.83
Verena Widmer,FMIPA,88.83,32.53,42.65
Maria Lohrenz,STEI,53.43,45.36,49.19
Antonio Cooper,SITHR,59.21,51.83,47.45
Charles King,STEI,72.62,60.27,56.54
Delores Howland,FTTM,99.49,33.06,36.98
Rene Devaney,FITB,79.6,41.48,44.43
Ofelia Abernathy,FTI,72.17,48.13,56.13
Betty White,FTI,71.55,59.3,60.22
June Seaton,FITB,98.01,67.48,76.76
Gloria Fisher,FTTM,67.21,48.57,58.7
Christy Crump,FTMD,60.35,44.55,48.19
Darwin Harris,STEI,40.37,37.1,46.1
Mary Boyd,FTSL,48.97,26.47,42.79
Hanh Parkinson,FTI,73.65,41.86,48.17
Amanda Pittman,STEI,69.73,37.26,42.25
Shana Lemire,FITB,62.71,35.37,49.28
Russell Baker,STEI,55.77,38.79,53.21
Antonio Bloom,FTTM,81.82,48.9,55.69
Rudy Wilkerson,STEI,65.86,66.64,59.47
Reta Griffin,SITHR,59.26,49.48,53.71
Dustin Waterman,SAPPK,70.74,29.98,44.47
Morris Jensen,FTI,87.49,26.02,32.62
Barbara Owens,FTI,71.89,51.4,51.36
Julie Tucci,FTTM,72.95,22.55,29.86
Belle Dryer,SAPPK,74.25,31.43,45.06
Katherine Mercer,STEI,80.33,41.41,45.16
Jacqueline Smith,FTSL,70.6,33.53,38.21
Shonda Pitts,FTMD,75.83,42.82,45.56
Shannon Floyd,FTI,77.59,48.65,46.05
Scott Smith,FTTM,73.93,43.46,51.49
Jonathan Hopkins,SITHR,58.59,49.72,60.18
Betty Campos,SITHR,70.99,30.53,52.6
John Hughey,STEI,69.53,46.68,55.16
Roy Whitfield,FMIPA,86.38,21.4,33.88
Casey Jackson,FTI,47.96,50.53,59.59
Lila Harrell,FTI,71.03,52.96,61.14
Glen Mendez,FTTM,42.6,58.72,68.93
Jill Warren,FTTM,63.45,64.98,62.26
Erik Mapston,FMIPA,69.3,46.37,46.06
Paul Tallie,FTMD,70.01,42.66,43.35
Crystal Hodge,FTI,85.91,41.94,42.0
Faye Williams,FTSL,84.47,44.42,54.0
Charlene Aucoin,FTTM,63.26,42.7,48.69
Robert Dodson,FTMD,48.31,47.79,54.79
Ed Manley,FTI,99.51,63.72,74.77
Fannie Brown,FITB,60.64,66.77,64.9
Thomas Retchless,FTSL,83.05,25.59,26.15
Candy Girton,FTI,58.63,58.69,68.95
Mary Erickson,FTSL,59.64,32.72,28.2
Patti Reed,SAPPK,61.21,42.37,58.97
Jasmine Rogriguez,FMIPA,79.27,44.95,55.7
Carol George,FTTM,93.7,35.04,41.17
Edith Alsip,STEI,83.23,46.62,55.87
Timothy Lumpkins,FMIPA,83.41,41.29,52.71
Jillian Yap,FTI,56.46,42.18,55.8
John Schlick,FTMD,61.26,47.54,63.48
Raymond Mcrae,FMIPA,53.81,44.38,50.96
Henry Taylor,STEI,68.82,67.14,68.25
Raymond Bond,FITB,57.51,52.98,52.06
Matthew Stahl,FTMD,76.03,45.14,44.37
Jo Clark,FMIPA,65.36,55.08,67.13
Lyle Ragland,FTTM,86.01,45.9,60.84
Leonard Hardy,FTTM,54.37,29.94,32.68
Gustavo Schmidt,STEI,83.57,46.76,49.64
Sharon Williams,FTI,68.26,44.28,48.1
Eric Weaver,FTI,90.4,39.05,42.57
Stacy Selby,STEI,71.75,27.94,34.46
Sylvia Farrell,STEI,40.85,44.22,40.76
Tim Cartwright,SITHR,66.16,66.06,76.56
Stephanie Stotts,FTTM,63.79,41.98,41.35
Mark Thomure,FTMD,53.45,35.54,32.02
Drew Book,FTTM,61.58,29.73,39.63
Paul Carter,FMIPA,92.93,18.97,44.84
Cherly Harris,SAPPK,52.0,52.23,51.39
Caleb Gutirrez,FMIPA,57.03,26.76,30.28
Henry Haley,FMIPA,62.66,43.4,49.3
Benjamin Jenner,FTTM,77.16,72.02,76.45
Carolyn Spearman,STEI,78.13,30.86,34.13
William Brentley,STEI,79.01,48.41,61.4
Nicole Tullis,FTI,75.46,42.14,47.55
Jewell Raffa,SITHR,75.83,46.76,54.97
Dianna Schreiner,FTSL,69.2,38.68,46.02
Lisa Trotz,FITB,69.8,57.4,51.27
Kathleen Helstrom,FTI,61.14,52.65,69.05
Tracy Richardson,FTI,68.85,51.52,61.36
Amanda Pichardo,FMIPA,79.12,56.81,62.7
Marvin Edwards,FTMD,75.5,39.44,59.83
Travis Williams,FMIPA,64.2,40.78,57.34
Frank Amador,STEI,62.17,40.07,47.23
Eddie Smith,FMIPA,63.13,35.49,37.7
Michelina Porter,STEI,64.36,45.57,43.67
Thomas Canon,FMIPA,62.05,49.65,58.63
Joseph Teague,FMIPA,72.99,45.62,42.72
Charlene Portillo,STEI,66.78,48.58,48.5
Teresa Thompson,FTTM,62.41,54.96,53.95
Michelle Lhuillier,FTTM,64.95,43.02,64.23
Helen Longo,FTI,83.01,40.23,47.62
Pauline Hobbs,STEI,95.34,42.86,47.22
Timothy Loewen,STEI,75.41,56.95,60.67
Susan Brown,FITB,63.46,49.44,46.49
Casey Carter,FMIPA,64.53,37.32,43.93
Valerie Peeler,SAPPK,51.6,44.29,44.6
Janet Archuleta,FMIPA,70.74,62.33,66.21
Craig Johnson,SAPPK,31.09,14.68,25.27
Hui Hammond,STEI,67.28,53.2,58.68
Glenn Davis,FTSL,52.17,61.69,58.6
Louise Human,FTMD,51.54,52.42,54.47
Earl Burr,SAPPK,59.6,38.44,46.19
Valerie Storer,FTMD,69.81,59.02,53.55
Robert Varela,FMIPA,85.96,42.44,55.5
Timothy Clark,SITHR,69.28,49.3,72.61
Frank Schell,FTI,64.12,41.59,47.44
Laura Mazur,SITHS,67.1,50.4,56.95
Lori Lopez,FMIPA,100.0,52.29,56.79
Houston Doolittle,FTTM,75.76,34.86,43.89
Michelle Pippins,FMIPA,78.16,50.23,55.32
Richard Nunez,FITB,73.35,65.55,65.81
Sheila Hood,FMIPA,77.54,34.91,38.65
Catherine Hunt,STEI,81.8,30.34,46.92
Clarence Sullivan,FMIPA,82.08,33.71,38.0
Ann Grant,FITB,61.33,53.92,67.64
William Green,FMIPA,63.07,52.02,58.14
Mary Greenberg,FTI,72.17,26.85,42.39
Jon Vazquez,FTSL,65.3,54.16,65.69
Kimberly Taylor,FMIPA,50.39,39.22,42.92
David Oram,FMIPA,72.83,48.33,56.57
Robert Vranicar,FTI,80.23,41.46,51.62
Austin Roland,FMIPA,74.1,40.16,55.1
Gretchen Waldon,FITB,84.14,51.65,55.64
Michael Castro,FTSL,72.15,47.99,63.68
Donald Wright,FTSL,88.34,34.13,36.68
Brenda Wilson,SITHR,62.39,41.14,47.85
Keith Ragle,FMIPA,74.88,28.39,39.19
Ella Cecot,FMIPA,55.57,43.64,46.06
Benjamin Hayes,STEI,77.23,49.53,56.03
Bud Gonzalez,FTI,76.55,15.58,19.93
Virginia Peters,FTMD,77.25,45.52,49.66
David Milford,FMIPA,75.85,21.74,31.98
Paulette Gillespie,STEI,75.49,58.81,68.33
Verna Silva,FMIPA,65.66,50.82,66.95
Octavio Loftis,STEI,85.09,47.71,58.7
Avis Vogler,STEI,64.44,36.45,34.72
June Ramsey,FTSL,79.59,53.59,56.38
Barbara Brandenburg,FTTM,67.44,45.17,42.39
Joe Fruits,FTSL,63.86,50.22,62.28
Jennifer Pitcherello,FMIPA,75.01,45.36,56.2
Reginald Tate,FTI,64.87,34.45,47.06
Helen Brown,FTSL,50.9,30.73,29.01
Donnell Guillermo,FMIPA,71.6,45.52,48.87
Danny Orduno,FMIPA,94.72,45.97,52.3
Brittany Tran,FTSL,81.72,44.17,57.87
Frank Freudenburg,FTSL,96.45,43.75,50.54
Dean Wilks,SAPPK,96.88,54.95,68.35
Elizabeth Guidry,FTI,40.92,43.01,45.15
Gordon Harrison,FTI,74.41,32.46,54.91
Ashley Davis,FTTM,56.9,39.19,54.41
Clara Brown,FTI,74.39,44.76,41.14
Felicia Holmes,FTI,74.46,30.8,31.27
Doris Funderburg,FTMD,71.45,39.66,38.83
Miguel Barnett,FTI,83.1,53.13,60.91
Steve Downs,FMIPA,65.4,42.78,68.03
Elizabeth Kozlowski,FTMD,67.2,59.3,64.13
Judy Rinderer,SITHS,64.04,53.35,54.16
Alfred Partida,FMIPA,81.16,51.38,62.33
Michelle Mclaurin,FITB,69.2,57.32,66.31
Paul Ross,FTTM,51.68,57.01,52.91
Rosemary Dasilva,FTI,80.78,63.22,71.02
Gary Roberts,STEI,55.89,52.78,44.09
Andrew Moyer,FTMD,53.79,24.96,30.23
Janet Toth,FMIPA,69.55,58.12,61.99
Thomas Decker,FTTM,57.57,48.95,49.17
Timothy Garfield,SITHS,68.07,41.34,54.68
Stephen Svendsen,FTTM,66.39,47.85,33.8
Timothy White,FTI,85.07,43.7,47.87
Bernice Gordon,STEI,54.91,36.41,44.49
Jeremiah Diaz,STEI,57.93,32.95,49.33
David Duvall,FTI,76.5,54.98,64.93
Mary Williams,FMIPA,66.1,50.62,54.96
Willis Miller,FTI,76.65,47.22,65.2
Minnie Parrish,STEI,69.59,46.07,52.51
Jeremy Race,FTTM,100.0,28.38,57.04
John Kearse,STEI,75.91,29.58,49.41
Velma Judd,FITB,74.94,46.61,56.24
Dusty Burgess,FTI,95.81,64.03,69.18
Robin Allison,SAPPK,40.56,42.57,48.97
Jennie Baker,STEI,73.08,41.1,53.39
Juanita Caya,FTSL,65.35,54.85,54.01
Corey Snellings,FMIPA,64.57,37.93,56.67
Henry Cordoba,FTMD,48.94,55.29,60.77
Amy Lachapelle,STEI,89.78,42.91,35.05
Ronald Becerra,FTI,66.94,40.64,34.94
Barry Davis,FTI,94.99,37.15,49.73
Mildred Lybrand,FTSL,67.12,47.31,58.74
Elizabeth Crawford,FTMD,49.21,59.62,64.71
Sarah Butler,FTMD,40.95,53.57,65.36
Darryl Dickerson,FITB,90.31,61.58,71.74
Nicholas Butcher,FMIPA,71.42,37.47,37.64
Flora Stevenson,STEI,63.99,37.37,56.37
Carla Grossen,FTSL,51.68,62.45,52.29
Deanne Myers,SITHS,89.46,48.85,48.88
Thomas Pullen,STEI,69.41,47.65,58.96
Clare Marashio,FTMD,74.16,62.73,66.61
Lisa Lawrence,FTMD,69.03,47.24,56.16
Hubert Beck,FTI,67.6,36.31,50.88
Edward Lucas,STEI,73.68,25.34,33.82
David Hurd,FITB,75.27,26.6,41.1
Larry Sabatino,FTMD,65.15,54.92,64.37
Sylvia Riles,FTI,74.4,41.52,46.03
Donald Guy,FTSL,67.82,40.26,50.72
Jacqueline Sowers,FTSL,57.73,37.05,51.74
John Paquette,FTMD,75.68,40.29,48.76
Elenore Hanlin,FTMD,82.87,27.3,29.9
Santos Jimenez,STEI,44.73,68.88,69.64
Marjorie Atwell,FTSL,61.29,49.7,53.64
Tiffany Gould,FTMD,55.13,45.02,39.82
Randal Goodman,FTSL,64.53,36.48,41.7
Trevor Sutton,FTSL,78.61,40.36,50.59
Paul Hargis,FMIPA,55.79,57.31,60.22
Latrice Davison,FTTM,65.11,37.01,50.39
Thomas Taylor,FTSL,80.4,59.47,67.97
Kenneth Brooks,STEI,67.48,38.54,50.16
Louis Dean,STEI,92.4,59.6,70.02
Kathryn Bush,SITHS,67.33,46.35,56.71
Eric Wilson,FTMD,61.9,31.76,34.3
Thomas Johnson,FTTM,60.9,33.78,50.93
Tina Lesh,FTI,64.14,59.18,62.69
Nicholas Johnson,FTSL,68.63,34.01,42.82
Louis Gore,FTTM,71.77,33.91,32.56
Joni Chasteen,FTTM,79.88,45.66,50.73
David King,FITB,88.37,44.62,58.61
Ted Brown,FTI,93.04,40.88,54.62
James Quintanilla,FMIPA,80.03,37.1,36.0
Robert Rickman,FMIPA,52.96,66.0,67.44
Benjamin Green,FTI,68.58,46.07,36.92
Doris Tinkler,STEI,63.04,44.62,59.18
Wilma Watson,SITHS,85.0,45.25,56.93
Zachary Small,SAPPK,34.87,30.56,37.86
Everette Allen,FTSL,80.04,54.02,55.09
Bobby Padilla,FTI,56.25,59.38,64.57
David Steagell,SITHR,78.57,55.67,57.17
Cory Demme,SITHR,82.63,45.72,57.34
Valerie Oliver,FMIPA,63.92,28.19,45.81
Chester Reilly,SAPPK,45.98,41.58,53.38
Shawn Stephens,FTSL,51.11,70.58,81.1
Melissa Harrison,FTMD,71.54,44.72,39.9
Donnie Lee,FTTM,82.98,51.91,66.49
Russell Hart,FTI,77.32,43.4,53.35
Racquel Good,STEI,77.18,57.78,60.52
John Williams,FTI,58.36,53.9,61.79
Paula Wendolski,FMIPA,77.88,59.3,55.56
Valerie Sliwa,FTTM,100.0,44.63,41.28
Nickolas Robinson,FTSL,77.02,41.72,37.88
Helen Hunt,FTI,55.87,36.42,47.83
Mary Brown,FITB,74.15,41.47,49.98
Jose Wallace,STEI,54.62,53.77,50.09
Renee Smith,FITB,84.93,58.38,66.58
Michael Hill,FTTM,73.26,51.82,58.31
Tuan Ramirez,FMIPA,56.81,37.16,43.82
Domenica Benoit,FTSL,51.32,45.74,53.94
Christopher Mckinney,STEI,77.04,43.01,51.11
Bertha Wickings,STEI,72.27,55.29,42.76
Shelly Woolery,SITHR,86.41,62.66,80.95
Tracy Egan,STEI,51.61,47.12,60.63
Ronda Gregory,FTSL,53.44,48.44,52.29
Marjorie Wemmer,FTTM,46.24,64.43,65.19
David Vogt,STEI,59.63,35.9,34.3
Richard Kruse,FTSL,74.81,68.47,67.64
Claudia Hyslop,FITB,72.6,49.54,59.54
Leonard Mckelvey,SAPPK,76.71,28.93,42.28
Martha Matier,FTI,70.84,61.24,63.17
Felicia Rathje,FTTM,48.22,50.94,56.96
Hershel Patterson,FTI,50.36,31.69,36.81
Jack Francis,FTTM,61.51,16.06,24.59
Amelia Oakley,FTI,93.62,56.01,52.64
Tammy Hall,FTMD,57.43,43.53,56.0
Larry Bass,STEI,72.8,49.75,62.99
Brandy Bona,FTI,52.88,63.79,76.63
Edna Alvez,FTMD,86.16,25.03,30.77
Elias Strohl,FTTM,71.81,39.06,45.18
Joseph Lambert,FTSL,58.09,35.56,45.61
